1.143671 0.951831 1.034731 1.217836 1.252896 0.962828 0.905505
1.127398 0.934928 1.071529 1.239383 1.220185 0.918466 0.935185
1.097125 0.931992 1.106596 1.258028 1.176475 0.885677 0.964851
1.058377 0.943241 1.138770 1.271891 1.125207 0.867967 0.990171
1.017615 0.966675 1.167815 1.277796 1.070055 0.866904 1.007194
0.980563 0.998581 1.194026 1.272196 1.014679 0.880898 1.012497
0.951831 1.034731 1.217836 1.252896 0.962828 0.905505 1.004178
0.934928 1.071529 1.239383 1.220185 0.918466 0.935185 0.982674
0.931992 1.106596 1.258028 1.176475 0.885677 0.964851 0.950378
0.943241 1.138770 1.271891 1.125207 0.867967 0.990171 0.910459
0.966675 1.167815 1.277796 1.070055 0.866904 1.007194 0.865875
0.998581 1.194026 1.272196 1.014679 0.880898 1.012497 0.818941
1.034731 1.217836 1.252896 0.962828 0.905505 1.004178 0.771315
1.071529 1.239383 1.220185 0.918466 0.935185 0.982674 0.724151
1.106596 1.258028 1.176475 0.885677 0.964851 0.950378 0.678307
1.138770 1.271891 1.125207 0.867967 0.990171 0.910459 0.634542
1.167815 1.277796 1.070055 0.866904 1.007194 0.865875 0.593678
1.194026 1.272196 1.014679 0.880898 1.012497 0.818941 0.556735
1.217836 1.252896 0.962828 0.905505 1.004178 0.771315 0.525047
1.239383 1.220185 0.918466 0.935185 0.982674 0.724151 0.500421
1.258028 1.176475 0.885677 0.964851 0.950378 0.678307 0.485355
1.271891 1.125207 0.867967 0.990171 0.910459 0.634542 0.483138
1.277796 1.070055 0.866904 1.007194 0.865875 0.593678 0.497362
1.272196 1.014679 0.880898 1.012497 0.818941 0.556735 0.530265
1.252896 0.962828 0.905505 1.004178 0.771315 0.525047 0.580413
1.220185 0.918466 0.935185 0.982674 0.724151 0.500421 0.642142
1.176475 0.885677 0.964851 0.950378 0.678307 0.485355 0.708152
1.125207 0.867967 0.990171 0.910459 0.634542 0.483138 0.772672
1.070055 0.866904 1.007194 0.865875 0.593678 0.497362 0.832356
1.014679 0.880898 1.012497 0.818941 0.556735 0.530265 0.885194
0.962828 0.905505 1.004178 0.771315 0.525047 0.580413 0.929204
0.918466 0.935185 0.982674 0.724151 0.500421 0.642142 0.962263
0.885677 0.964851 0.950378 0.678307 0.485355 0.708152 0.983093
0.867967 0.990171 0.910459 0.634542 0.483138 0.772672 0.992341
0.866904 1.007194 0.865875 0.593678 0.497362 0.832356 0.992871
0.880898 1.012497 0.818941 0.556735 0.530265 0.885194 0.989251
0.905505 1.004178 0.771315 0.525047 0.580413 0.929204 0.986835
0.935185 0.982674 0.724151 0.500421 0.642142 0.962263 0.990659
0.964851 0.950378 0.678307 0.485355 0.708152 0.983093 1.004206
0.990171 0.910459 0.634542 0.483138 0.772672 0.992341 1.028190
1.007194 0.865875 0.593678 0.497362 0.832356 0.992871 1.060078
1.012497 0.818941 0.556735 0.530265 0.885194 0.989251 1.095079
1.004178 0.771315 0.525047 0.580413 0.929204 0.986835 1.128103
0.982674 0.724151 0.500421 0.642142 0.962263 0.990659 1.155328
0.950378 0.678307 0.485355 0.708152 0.983093 1.004206 1.174674
0.910459 0.634542 0.483138 0.772672 0.992341 1.028190 1.185518
0.865875 0.593678 0.497362 0.832356 0.992871 1.060078 1.188215
0.818941 0.556735 0.530265 0.885194 0.989251 1.095079 1.183718
0.771315 0.525047 0.580413 0.929204 0.986835 1.128103 1.173358
0.724151 0.500421 0.642142 0.962263 0.990659 1.155328 1.158766
0.678307 0.485355 0.708152 0.983093 1.004206 1.174674 1.141887
0.634542 0.483138 0.772672 0.992341 1.028190 1.185518 1.125069
0.593678 0.497362 0.832356 0.992871 1.060078 1.188215 1.111114
0.556735 0.530265 0.885194 0.989251 1.095079 1.183718 1.103111
0.525047 0.580413 0.929204 0.986835 1.128103 1.173358 1.103836
0.500421 0.642142 0.962263 0.990659 1.155328 1.158766 1.114768
0.485355 0.708152 0.983093 1.004206 1.174674 1.141887 1.135158
0.483138 0.772672 0.992341 1.028190 1.185518 1.125069 1.161576
0.497362 0.832356 0.992871 1.060078 1.188215 1.111114 1.188243
0.530265 0.885194 0.989251 1.095079 1.183718 1.103111 1.208590
0.580413 0.929204 0.986835 1.128103 1.173358 1.103836 1.217911
0.642142 0.962263 0.990659 1.155328 1.158766 1.114768 1.215478
0.708152 0.983093 1.004206 1.174674 1.141887 1.135158 1.204293
0.772672 0.992341 1.028190 1.185518 1.125069 1.161576 1.188958
0.832356 0.992871 1.060078 1.188215 1.111114 1.188243 1.173558
0.885194 0.989251 1.095079 1.183718 1.103111 1.208590 1.160455
0.929204 0.986835 1.128103 1.173358 1.103836 1.217911 1.149868
0.962263 0.990659 1.155328 1.158766 1.114768 1.215478 1.140027
0.983093 1.004206 1.174674 1.141887 1.135158 1.204293 1.127706
0.992341 1.028190 1.185518 1.125069 1.161576 1.188958 1.109110
0.992871 1.060078 1.188215 1.111114 1.188243 1.173558 1.081295
0.989251 1.095079 1.183718 1.103111 1.208590 1.160455 1.043664
0.986835 1.128103 1.173358 1.103836 1.217911 1.149868 0.998212
0.990659 1.155328 1.158766 1.114768 1.215478 1.140027 0.948282
1.004206 1.174674 1.141887 1.135158 1.204293 1.127706 0.897174
1.028190 1.185518 1.125069 1.161576 1.188958 1.109110 0.847509
1.060078 1.188215 1.111114 1.188243 1.173558 1.081295 0.801191
1.095079 1.183718 1.103111 1.208590 1.160455 1.043664 0.759590
1.128103 1.173358 1.103836 1.217911 1.149868 0.998212 0.723712
1.155328 1.158766 1.114768 1.215478 1.140027 0.948282 0.694291
1.174674 1.141887 1.135158 1.204293 1.127706 0.897174 0.671764
1.185518 1.125069 1.161576 1.188958 1.109110 0.847509 0.656101
1.188215 1.111114 1.188243 1.173558 1.081295 0.801191 0.646536
1.183718 1.103111 1.208590 1.160455 1.043664 0.759590 0.641305
1.173358 1.103836 1.217911 1.149868 0.998212 0.723712 0.637645
1.158766 1.114768 1.215478 1.140027 0.948282 0.694291 0.632284
1.141887 1.135158 1.204293 1.127706 0.897174 0.671764 0.622409
1.125069 1.161576 1.188958 1.109110 0.847509 0.656101 0.606698
1.111114 1.188243 1.173558 1.081295 0.801191 0.646536 0.585774
1.103111 1.208590 1.160455 1.043664 0.759590 0.641305 0.561734
1.103836 1.217911 1.149868 0.998212 0.723712 0.637645 0.537186
1.114768 1.215478 1.140027 0.948282 0.694291 0.632284 0.514488
1.135158 1.204293 1.127706 0.897174 0.671764 0.622409 0.495380
1.161576 1.188958 1.109110 0.847509 0.656101 0.606698 0.480847
1.188243 1.173558 1.081295 0.801191 0.646536 0.585774 0.471073
1.208590 1.160455 1.043664 0.759590 0.641305 0.561734 0.465563
1.217911 1.149868 0.998212 0.723712 0.637645 0.537186 0.463496
1.215478 1.140027 0.948282 0.694291 0.632284 0.514488 0.464269
1.204293 1.127706 0.897174 0.671764 0.622409 0.495380 0.468022
1.188958 1.109110 0.847509 0.656101 0.606698 0.480847 0.476035
1.173558 1.081295 0.801191 0.646536 0.585774 0.471073 0.490889
1.160455 1.043664 0.759590 0.641305 0.561734 0.465563 0.516124
1.149868 0.998212 0.723712 0.637645 0.537186 0.463496 0.554953
1.140027 0.948282 0.694291 0.632284 0.514488 0.464269 0.608077
1.127706 0.897174 0.671764 0.622409 0.495380 0.468022 0.672125
1.109110 0.847509 0.656101 0.606698 0.480847 0.476035 0.740664
1.081295 0.801191 0.646536 0.585774 0.471073 0.490889 0.807153
1.043664 0.759590 0.641305 0.561734 0.465563 0.516124 0.867155
0.998212 0.723712 0.637645 0.537186 0.463496 0.554953 0.918714
0.948282 0.694291 0.632284 0.514488 0.464269 0.608077 0.961712
0.897174 0.671764 0.622409 0.495380 0.468022 0.672125 0.997091
0.847509 0.656101 0.606698 0.480847 0.476035 0.740664 1.026267
